id,prov_id,provenance_url
dc/base/OECDRegionalEducation,dc/base/OECDRegionalEducation,https://stats.oecd.org/Index.aspx?DataSetCode=REGION_EDUCAT
dc/base/India_RBI_State_Statistics,dc/base/India_RBI_State_Statistics,https://rbi.org.in/
dc/base/India_RBIStateDomesticProduct,dc/base/India_RBIStateDomesticProduct,https://rbi.org.in/
dc/base/Zurich_Population_By_Origin,dc/base/Zurich_Population_By_Origin,https://www.stadt-zuerich.ch/content/dam/web/de/politik-verwaltung/statistik-und-daten/linked-open-data/datacommons/bev_3903_hel_wiki.csv
dc/base/Zurich_Population,dc/base/Zurich_Population,https://www.stadt-zuerich.ch/content/dam/web/de/politik-verwaltung/statistik-und-daten/linked-open-data/datacommons/bev_3240_wiki.csv
dc/base/Zurich_Population_Number_Of_Company_Workplace_Employees,dc/base/Zurich_Population_Number_Of_Company_Workplace_Employees,https://www.stadt-zuerich.ch/content/dam/web/de/politik-verwaltung/statistik-und-daten/linked-open-data/datacommons/wir_2552_wiki.csv
dc/base/Zurich_Population_Number_Of_Birth_By_Origin,dc/base/Zurich_Population_Number_Of_Birth_By_Origin,https://www.stadt-zuerich.ch/content/dam/web/de/politik-verwaltung/statistik-und-daten/linked-open-data/datacommons/bev_4031_hel_wiki.csv
dc/base/Zurich_Population_By_Sex,dc/base/Zurich_Population_By_Sex,https://www.stadt-zuerich.ch/content/dam/web/de/politik-verwaltung/statistik-und-daten/linked-open-data/datacommons/bev_3903_sex_wiki.csv
dc/base/Zurich_Population_By_Age,dc/base/Zurich_Population_By_Age,https://www.stadt-zuerich.ch/content/dam/web/de/politik-verwaltung/statistik-und-daten/linked-open-data/datacommons/bev_3903_age10_wiki.csv
dc/base/Zurich_Population_Number_Of_Birth,dc/base/Zurich_Population_Number_Of_Birth,https://www.stadt-zuerich.ch/content/dam/web/de/politik-verwaltung/statistik-und-daten/linked-open-data/datacommons/bev_4031_wiki.csv
dc/base/Zurich_Population_Number_Of_Birth_By_Sex,dc/base/Zurich_Population_Number_Of_Birth_By_Sex,https://www.stadt-zuerich.ch/content/dam/web/de/politik-verwaltung/statistik-und-daten/linked-open-data/datacommons/bev_4031_sex_wiki.csv
dc/base/Finland_Census,dc/base/Finland_Census,https://pxdata.stat.fi/PxWeb/pxweb/en/StatFin/StatFin__vaerak/statfin_vaerak_pxt_11ra.px/table/tableViewLayout1/
dc/base/New_Zealand_Census,dc/base/New_Zealand_Census,https://www.stats.govt.nz/
dc/base/UNEnergy,dc/base/UNEnergy,https://unstats.un.org/unsd/energystats/data/
dc/base/UNData,dc/base/UNData,https://data.un.org/Data.aspx?q=city+population&d=POP&f=tableCode%3a240
dc/base/USBTS_Tract_Household_Transportation,dc/base/USBTS_Tract_Household_Transportation,https://www.bts.dot.gov/latch/latch-data
dc/base/CensusSAIPE,dc/base/CensusSAIPE,https://www.census.gov/programs-surveys/saipe.html
dc/base/EPAAirQualityIndex,dc/base/EPAAirQualityIndex,https://aqs.epa.gov/aqsweb/airdata/download_files.html
dc/base/EPA_EJSCREEN,dc/base/EPA_EJSCREEN,https://gaftp.epa.gov/EJSCREEN/
dc/base/EarthquakeUSGS,dc/base/EarthquakeUSGS,https://earthquake.usgs.gov/
dc/base/USGSWaterUse,dc/base/USGSWaterUse,https://waterdata.usgs.gov/nwis/wu
dc/base/BEA_USStatesQuarterlyGDP,dc/base/BEA_USStatesQuarterlyGDP,https://www.bea.gov/data/gdp/gdp-state
dc/base/USNationalPrisonerStatistics,dc/base/USNationalPrisonerStatistics,https://www.bjs.gov/index.cfm?ty=dcdetail&iid=269
dc/base/US_CPI,dc/base/US_CPI,https://www.bls.gov/cpi/
dc/base/BLS_CPI,dc/base/BLS_CPI,https://www.bls.gov/cpi/
dc/base/BLS_CPI_Category,dc/base/BLS_CPI_Category,https://www.bls.gov/cpi/
dc/base/BLS_CES_State,dc/base/BLS_CES_State,https://www.bls.gov/sae/overview.htm
dc/base/BLS_CES,dc/base/BLS_CES,https://www.bls.gov/ces/
dc/base/BLS_JOLTS,dc/base/BLS_JOLTS,https://www.bls.gov/jlt/
dc/base/BLS_CPS,dc/base/BLS_CPS,https://www.bls.gov/cps/
dc/base/CensusSuperTMCFTable_ECNBASIC2012_EC1200A1,dc/base/CensusSuperTMCFTable_ECNBASIC2012_EC1200A1,https://data.census.gov/api/access/table/download
dc/base/USCensusGeos_SurfaceArea,dc/base/USCensusGeos_SurfaceArea,https://www.census.gov/geographies/reference-files.html
dc/base/USCensusPEP_By_SexRaceHispanicOrigin,dc/base/USCensusPEP_By_SexRaceHispanicOrigin,https://www.census.gov/programs-surveys/popest.html
dc/base/CensusPEP,dc/base/CensusPEP,https://www.census.gov/programs-surveys/popest.html
dc/base/USCensusPEP_Annual_Population,dc/base/USCensusPEP_Annual_Population,https://www.census.gov/programs-surveys/popest.html
dc/base/USCensusPEP_Sex,dc/base/USCensusPEP_Sex,https://www.census.gov/programs-surveys/popest.html
dc/base/USCensusPEP_PopulationEstimatebyRace,dc/base/USCensusPEP_PopulationEstimatebyRace,https://www.census.gov/programs-surveys/popest.html
dc/base/USCensusPEP_AgeSexRaceHispanicOrigin,dc/base/USCensusPEP_AgeSexRaceHispanicOrigin,https://www2.census.gov/programs-surveys/popest/tables
dc/base/USCensusPEP_AgeSexRace,dc/base/USCensusPEP_AgeSexRace,https://www2.census.gov/programs-surveys/popest/tables
dc/base/USCensusPEP_MonthlyPopulation,dc/base/USCensusPEP_MonthlyPopulation,https://www.census.gov/programs-surveys/popest.html
dc/base/USCensusPEP_By_Sex_Race,dc/base/USCensusPEP_By_Sex_Race,https://www.census.gov/programs-surveys/popest.html
dc/base/CensusSAHIE,dc/base/CensusSAHIE,https://www.census.gov/programs-surveys/sahie.html
dc/base/CDC_Social_Vulnerability_Index,dc/base/CDC_Social_Vulnerability_Index,https://www.atsdr.cdc.gov/place-health/php/svi/svi-data-documentation-download.html?CDC_AAref_Val=https://www.atsdr.cdc.gov/placeandhealth/svi/data_documentation_download.html
dc/base/NCHS_BRFSS_Asthma,dc/base/NCHS_BRFSS_Asthma,https://www.cdc.gov/asthma/brfss/default.htm
dc/base/CDC_StandardizedPrecipitationIndex,dc/base/CDC_StandardizedPrecipitationIndex,https://data.cdc.gov/Environmental-Health-Toxicology/Standardized-Precipitation-Index-1895-2016/xbk2-5i4e
dc/base/CDC_OzoneCensusTract,dc/base/CDC_OzoneCensusTract,https://data.cdc.gov/browse?category=Environmental+Health+%26+Toxicology
dc/base/CDC_PalmerDroughtSeverityIndex,dc/base/CDC_PalmerDroughtSeverityIndex,https://data.cdc.gov/Environmental-Health-Toxicology/Palmer-Drought-Severity-Index-1895-2016/en5r-5ds4
dc/base/CDC_PM25County,dc/base/CDC_PM25County,https://data.cdc.gov/Environmental-Health-Toxicology/Daily-County-Level-PM2-5-Concentrations-2001-2019/dqwm-pbi7/about_data
dc/base/CDC_StandardizedPrecipitationEvapotranspirationIndex,dc/base/CDC_StandardizedPrecipitationEvapotranspirationIndex,https://data.cdc.gov/Environmental-Health-Toxicology/Standardized-Precipitation-Evapotranspiration-Inde/6nbv-ifib
dc/base/CDC_PM25CensusTract,dc/base/CDC_PM25CensusTract,https://data.cdc.gov/browse?category=Environmental+Health+%26+Toxicology
dc/base/CDC_OzoneCounty,dc/base/CDC_OzoneCounty,https://data.cdc.gov/browse?category=Environmental+Health+%26+Toxicology&sortBy=last_modified&page=1
dc/base/EPHHeatRelatedIllness,dc/base/EPHHeatRelatedIllness,https://ephtracking.cdc.gov/qrlist/35
dc/base/CDCWonder_NNDSS_InfectiousWeekly,dc/base/CDCWonder_NNDSS_InfectiousWeekly,https://wonder.cdc.gov/nndss/nndss_weekly_tables_menu.asp
dc/base/CDCWonder_NNDSS_Infectious_Weekly,dc/base/CDCWonder_NNDSS_Infectious_Weekly,https://data.cdc.gov/api/views/x9gk-5huc/rows.csv?accessType=DOWNLOAD&api_foundry=true
dc/base/CDC_NORS_NonInfectious,dc/base/CDC_NORS_NonInfectious,https://wwwn.cdc.gov/norsdashboard/
dc/base/CDC500_States,dc/base/CDC500_States,https://www.cdc.gov/places/index.html
dc/base/US_CDC_PRAMS,dc/base/US_CDC_PRAMS,https://www.cdc.gov/prams/prams-data/
dc/base/usa_child_birth,dc/base/usa_child_birth,https://www.cdc.gov/nchs/nvss/vsrr/provisional-tables.htm
dc/base/CDC_Mortality_UnderlyingCause_SingleRace,dc/base/CDC_Mortality_UnderlyingCause_SingleRace,https://wonder.cdc.gov/ucd-icd10-expanded.html
dc/base/CDC_Mortality_UnderlyingCause,dc/base/CDC_Mortality_UnderlyingCause,https://wonder.cdc.gov/ucd-icd10.html
dc/base/Commerce_EDA,dc/base/Commerce_EDA,https://www.commerce.gov/bureaus-and-offices/eda
dc/base/Commerce_NTIA,dc/base/Commerce_NTIA,https://www.ntia.gov/other-publication/2022/digital-nation-data-explorer#sel=homeEverOnline&demo=race&pc=count&disp=both
dc/base/US_ITA_Economic_Activity,dc/base/US_ITA_Economic_Activity,https://www.trade.gov/report/tradestats-express-national-and-state-trade-data?anchor=content-tradestats-express---national-1
dc/base/USDA_AgricultureSurvey,dc/base/USDA_AgricultureSurvey,https://quickstats.nass.usda.gov/
dc/base/USDA_AgricultureCensus,dc/base/USDA_AgricultureCensus,https://www.nass.usda.gov/AgCensus/
dc/base/HUD_IncomeLimits,dc/base/HUD_IncomeLimits,https://www.huduser.gov/portal/datasets/il.html
dc/base/USDOL_ETA539,dc/base/USDOL_ETA539,https://oui.doleta.gov/unemploy/
dc/base/EIA_SEDS,dc/base/EIA_SEDS,https://www.eia.gov/opendata/qb.php?category=40203
dc/base/EIA_NuclearOutages,dc/base/EIA_NuclearOutages,https://www.eia.gov/opendata/qb.php?category=2889994
dc/base/EIA_International,dc/base/EIA_International,https://www.eia.gov/opendata/qb.php?category=2134384
dc/base/EIA_NaturalGas,dc/base/EIA_NaturalGas,https://www.eia.gov/opendata/qb.php?category=714804
dc/base/EIA_Electricity,dc/base/EIA_Electricity,https://www.eia.gov/opendata/browser/electricity
dc/base/EIA_TotalEnergy,dc/base/EIA_TotalEnergy,https://www.eia.gov/opendata/qb.php?category=711224
dc/base/EIA_Petroleum,dc/base/EIA_Petroleum,https://www.eia.gov/opendata/qb.php?category=714755
dc/base/FBIGovCrime,dc/base/FBIGovCrime,http://www.fbi.gov/services/cjis/ucr
dc/base/USFed_ConstantMaturityRates,dc/base/USFed_ConstantMaturityRates,https://www.federalreserve.gov/releases/h15/
dc/base/US_Federal_Rates,dc/base/US_Federal_Rates,https://www.federalreserve.gov/DataDownload/Choose.aspx?rel=H15
dc/base/NCES_NationsReportCard,dc/base/NCES_NationsReportCard,https://nces.ed.gov/nationsreportcard/
dc/base/NCES_SchoolDistrictStats,dc/base/NCES_SchoolDistrictStats,https://nces.ed.gov/ccd/elsi/tableGenerator.aspx
dc/base/NCES_PublicSchoolStats,dc/base/NCES_PublicSchoolStats,https://nces.ed.gov/ccd/elsi/tableGenerator.aspx
dc/base/NCES_SchoolDistrict,dc/base/NCES_SchoolDistrict,https://nces.ed.gov/ccd/elsi/tableGenerator.aspx
dc/base/NCES_PublicSchool,dc/base/NCES_PublicSchool,https://nces.ed.gov/ccd/elsi/tableGenerator.aspx
dc/base/NCES_Bachelors_Degree_By_Field_Import,dc/base/NCES_Bachelors_Degree_By_Field_Import,https://nces.ed.gov
dc/base/NCES_HBCU_Enrollment_Import,dc/base/NCES_HBCU_Enrollment_Import,https://nces.ed.gov/programs/digest/d22/tables/dt22_313.30.asp
dc/base/NCES_PrivateSchoolStats,dc/base/NCES_PrivateSchoolStats,https://nces.ed.gov/ccd/elsi/tableGenerator.aspx
dc/base/NCES_STEM_Degrees_Import,dc/base/NCES_STEM_Degrees_Import,https://nces.ed.gov/programs/digest/d22/tables/dt22_318.45.asp
dc/base/US_CCD_Enrollment,dc/base/US_CCD_Enrollment,https://nces.ed.gov/programs/digest/d24/tables/dt24_203.65.asp
dc/base/FARS_CrashNodes,dc/base/FARS_CrashNodes,https://www.nhtsa.gov/file-downloads?p=nhtsa/downloads/FARS/
dc/base/FARS_CrashData,dc/base/FARS_CrashData,https://www.nhtsa.gov/file-downloads?p=nhtsa/downloads/FARS/
dc/base/NOAA_GPCC_StandardardizedPrecipitationIndex_Event_Places,dc/base/NOAA_GPCC_StandardardizedPrecipitationIndex_Event_Places,https://www.drought.gov/data-maps-tools/global-precipitation-climatology-centre-gpcc-standardized-precipitation-index-spi
dc/base/NOAA_GPCC_StandardardizedPrecipitationIndex_Event,dc/base/NOAA_GPCC_StandardardizedPrecipitationIndex_Event,https://www.drought.gov/data-maps-tools/global-precipitation-climatology-centre-gpcc-standardized-precipitation-index-spi
dc/base/NOAA_GPCC_StandardardizedPrecipitationIndex_Event_Observations,dc/base/NOAA_GPCC_StandardardizedPrecipitationIndex_Event_Observations,https://www.drought.gov/data-maps-tools/global-precipitation-climatology-centre-gpcc-standardized-precipitation-index-spi
dc/base/NOAA_GlobalForecastSystem,dc/base/NOAA_GlobalForecastSystem,https://nomads.ncep.noaa.gov/pub/data/nccf/com/gfs/prod/
dc/base/NCSES_DoctorateDegreeEmployment,dc/base/NCSES_DoctorateDegreeEmployment,https://ncses.nsf.gov/pubs/nsf19304/data
dc/base/NCSES_Employed_College_Grads_Import,dc/base/NCSES_Employed_College_Grads_Import,https://ncsesdata.nsf.gov/explorer/datatables?term=race&exactMatch=no&page=1&filterSuperTopic=Demographics&filterTopic=Sex&datatablespage=2
dc/base/NCSES_Research_Doctorate_Recipients_Import,dc/base/NCSES_Research_Doctorate_Recipients_Import,https://ncses.nsf.gov/pubs/nsf23300/data-tables
dc/base/NCSES_Demographics_SEH_Import,dc/base/NCSES_Demographics_SEH_Import,https://ncses.nsf.gov/pubs/nsf25316
dc/base/NCSES_Median_Annual_Salary_Import,dc/base/NCSES_Median_Annual_Salary_Import,https://ncses.nsf.gov/pubs/nsf23306#section13069
dc/base/WorldBank_CommodityMarket,dc/base/WorldBank_CommodityMarket, https://www.worldbank.org/en/research/commodity-markets
dc/base/WorldBank_IDS,dc/base/WorldBank_IDS,https://databank.worldbank.org/source/international-debt-statistics
dc/base/WorldDevelopmentIndicators,dc/base/WorldDevelopmentIndicators,https://datatopics.worldbank.org/world-development-indicators/
dc/base/MidDcidMappings,dc/base/MidDcidMappings,https://www.google.com
dc/base/IndiaGeoCoordinates_Simplified,dc/base/IndiaGeoCoordinates_Simplified,http://projects.datameet.org/maps
dc/base/FloodsS2Cells,dc/base/FloodsS2Cells,https://s2geometry.io/resources/s2cell_statistics.html
dc/base/FiresS2Cells,dc/base/FiresS2Cells,https://s2geometry.io/resources/s2cell_statistics.html
dc/base/AustraliaGeoCoordinates,dc/base/AustraliaGeoCoordinates,https://www.abs.gov.au/statistics/standards/australian-statistical-geography-standard-asgs-edition-3/jul2021-jun2026/access-and-downloads/digital-boundary-files
dc/base/ExperimentalStatVars,dc/base/ExperimentalStatVars,https://datacommons.org
dc/base/AutoGeneratedStatVars,dc/base/AutoGeneratedStatVars,https://datacommons.org/
dc/base/HumanReadableStatVars,dc/base/HumanReadableStatVars,https://datacommons.org
dc/base/BaseSchema,dc/base/BaseSchema,https://datacommons.org
dc/base/IndiaGeoCoordinates,dc/base/IndiaGeoCoordinates,http://projects.datameet.org/maps
dc/base/EurostatGeoCoodinates,dc/base/EurostatGeoCoodinates,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/nuts
dc/base/EuroGeos,dc/base/EuroGeos,https://ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/nuts
dc/base/GeoBoundaries_Latvia_ADM2,dc/base/GeoBoundaries_Latvia_ADM2,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen/LVA/ADM2
dc/base/GeoBoundaries_Albania,dc/base/GeoBoundaries_Albania,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen
dc/base/GeoBoundaries_Guinea,dc/base/GeoBoundaries_Guinea,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen
dc/base/GeoBoundaries_Belarus,dc/base/GeoBoundaries_Belarus,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen/BLR/ADM1
dc/base/GeoBoundaries_SouthKorea,dc/base/GeoBoundaries_SouthKorea,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen
dc/base/GeoBoundaries_UnitedKingdom,dc/base/GeoBoundaries_UnitedKingdom,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen/GBR/ADM1
dc/base/GeoBoundaries_Moldova,dc/base/GeoBoundaries_Moldova,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen/MDA/ADM1
dc/base/GeoBoundaries_Israel,dc/base/GeoBoundaries_Israel,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen
dc/base/GeoBoundaries_Honduras_ADM2,dc/base/GeoBoundaries_Honduras_ADM2,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen/HND/ADM2
dc/base/GeoBoundaries_Latvia,dc/base/GeoBoundaries_Latvia,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen/LVA/ADM1
dc/base/GeoBoundaries_Federated_States_of_Micronesia,dc/base/GeoBoundaries_Federated_States_of_Micronesia,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen
dc/base/GeoBoundaries_Afghanistan_ADM2,dc/base/GeoBoundaries_Afghanistan_ADM2,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen/AFG/ADM2
dc/base/GeoBoundaries_Pakistan,dc/base/GeoBoundaries_Pakistan,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen
dc/base/GeoBoundaries_Ireland,dc/base/GeoBoundaries_Ireland,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen
dc/base/GeoBoundaries_Greece,dc/base/GeoBoundaries_Greece,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen/GRC/ADM1
dc/base/GeoBoundaries_Romania,dc/base/GeoBoundaries_Romania,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen/ROU/ADM1
dc/base/GeoBoundaries_Turkmenistan,dc/base/GeoBoundaries_Turkmenistan,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen
dc/base/GeoBoundaries_Niger_ADM2,dc/base/GeoBoundaries_Niger_ADM2,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen/NER/ADM2
dc/base/GeoBoundaries_Myanmar,dc/base/GeoBoundaries_Myanmar,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen
dc/base/GeoBoundaries_Dominica,dc/base/GeoBoundaries_Dominica,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen/DMA/ADM1
dc/base/GeoBoundaries_NewZealand_ADM2,dc/base/GeoBoundaries_NewZealand_ADM2,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen/NZL/ADM2
dc/base/GeoBoundaries_Brazil_AA1,dc/base/GeoBoundaries_Brazil_AA1,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen/BRA/ADM1/
dc/base/GeoBoundaries_Brunei,dc/base/GeoBoundaries_Brunei,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen/BRN/ADM1
dc/base/GeoBoundaries_NorthKorea,dc/base/GeoBoundaries_NorthKorea,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen/PRK/ADM1
dc/base/GeoBoundaries_Argentina,dc/base/GeoBoundaries_Argentina,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen
dc/base/GeoBoundaries_Solomon_Islands,dc/base/GeoBoundaries_Solomon_Islands,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen
dc/base/GeoBoundaries_Macedonia,dc/base/GeoBoundaries_Macedonia,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen/MKD/ADM1
dc/base/GeoBoundaries_Fiji,dc/base/GeoBoundaries_Fiji,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen
dc/base/GeoBoundaries_Madagascar_ADM2,dc/base/GeoBoundaries_Madagascar_ADM2,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen/MDG/ADM2
dc/base/GeoBoundaries_NewZealand,dc/base/GeoBoundaries_NewZealand,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen
dc/base/GeoBoundaries_Qatar,dc/base/GeoBoundaries_Qatar,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen
dc/base/GeoBoundaries_Jordan,dc/base/GeoBoundaries_Jordan,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen
dc/base/GeoBoundaries_Bahamas,dc/base/GeoBoundaries_Bahamas,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen
dc/base/GeoBoundaries_Federated_States_of_Micronesia_ADM2,dc/base/GeoBoundaries_Federated_States_of_Micronesia_ADM2,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen/FSM/ADM2
dc/base/GeoBoundaries_BosniaAndHerzegovina_ADM2,dc/base/GeoBoundaries_BosniaAndHerzegovina_ADM2,https://github.com/wmgeolab/geoBoundaries/tree/main/releaseData/gbOpen/BIH/ADM2
